id,host_id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price_nok,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,is_shared_bathroom,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,response_time_a few days or more,response_time_no information,response_time_within a day,response_time_within a few hours,response_time_within an hour,located_in_Alna,located_in_Bjerke,located_in_Frogner,located_in_Gamle Oslo,located_in_Grorud,located_in_Grünerløkka,located_in_Marka,located_in_Nordre Aker,located_in_Nordstrand,located_in_Sagene,located_in_Sentrum,located_in_St. Hanshaugen,located_in_Stovner,located_in_Søndre Nordstrand,located_in_Ullern,located_in_Vestre Aker,located_in_Østensjø,missing_rating_review_data
1086077369018885017,159614251,2017-11-21,1.0,0.91,0,2,2,1,1,59.9300733,10.7619845,2,1.0,0.0,1.0,"[""Dining table"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Central heating"", ""Cleaning products"", ""Dishes and silverware"", ""Lockbox"", ""Clothing storage: closet"", ""Central air conditioning"", ""Coffee maker"", ""Dedicated workspace"", ""Backyard"", ""Smoke alarm"", ""Self check-in"", ""Mini fridge""]",901.0,25,365,25,25,365,365,25.0,365.0,1,2,2,2,96,5,5,0,2024-04-01,2024-05-29,5.0,5.0,5.0,4.8,5.0,5.0,5.0,0,1,1,0,0,1.67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1086085118913015861,233933220,2019-01-02,1.0,1.0,0,94,96,1,1,59.91920799630562,10.741149895913257,2,1.0,1.0,0.0,"[""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Hair dryer"", ""Stove"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Dishwasher"", ""Shampoo"", ""Wifi"", ""Refrigerator"", ""Smart lock"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Oven"", ""Self check-in""]",963.0,3,365,3,3,365,365,3.0,365.0,1,12,18,43,318,6,6,2,2024-05-01,2024-06-14,4.5,4.67,4.83,5.0,4.17,4.83,4.67,1,94,94,0,0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1086104608762436376,5404267,2013-03-10,1.0,1.0,0,1,1,1,1,59.9229777,10.7266509,6,2.0,3.0,3.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Stove"", ""Hot water kettle"", ""Toaster"", ""BBQ grill"", ""Coffee"", ""Dryer"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Coffee maker"", ""Room-darkening shades"", ""Baking sheet"", ""Piano"", ""Wifi"", ""Freezer"", ""Sun loungers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Body soap"", ""Hangers"", ""Clothing storage"", ""Oven"", ""Outdoor dining area"", ""Self check-in"", ""Indoor fireplace"", ""Dining table"", ""Essentials"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""Barbecue utensils"", ""High chair"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Blender"", ""Fire extinguisher"", ""Microwave""]",2900.0,7,60,7,7,60,60,7.0,60.0,1,0,1,28,113,1,1,1,2024-05-30,2024-05-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086142380783615128,148208510,2017-08-29,0.5,0.0,0,1,1,1,0,59.912695657141,10.721741526983628,4,1.0,2.0,0.0,"[""Air conditioning"", ""Washer"", ""Paid parking on premises"", ""Kitchen"", ""BBQ grill"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Outdoor dining area"", ""Smoke alarm"", ""TV""]",2643.0,2,365,2,2,365,365,2.0,365.0,1,27,52,82,262,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086180582778676541,233933220,2019-01-02,1.0,1.0,0,94,96,1,1,59.91962,10.74066,2,1.0,1.0,0.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Hair dryer"", ""Stove"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cleaning products"", ""Dishwasher"", ""Shampoo"", ""Room-darkening shades"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Smart lock"", ""Hangers"", ""Clothing storage"", ""Oven"", ""Dining table"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Fire extinguisher"", ""Self check-in""]",913.0,3,365,3,3,365,365,3.0,365.0,1,10,19,45,320,7,7,3,2024-05-05,2024-06-14,4.14,4.33,3.83,4.83,3.5,4.33,4.0,1,94,94,0,0,3.68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1086215258823145415,19350346,2014-08-02,1.0,1.0,0,1,1,1,1,59.94019209999999,10.7630845,2,1.0,1.0,1.0,"[""Dining table"", ""Freezer"", ""Washer"", ""Paid parking on premises"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Oven"", ""Coffee maker: espresso machine"", ""Bed linens"", ""Cleaning products"", ""Elevator"", ""Dishwasher"", ""Wifi"", ""Other induction stove"", ""Fire extinguisher"", ""Outdoor furniture"", ""Smoke alarm"", ""TV"", ""Single level home""]",820.0,2,14,2,2,14,14,2.0,14.0,1,0,3,3,7,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1086313812853557392,560889859,2024-02-07,1.0,0.95,1,2,3,1,1,59.91290334654937,10.763923395735214,2,2.0,1.0,1.0,"[""Fire extinguisher"", ""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Stove"", ""Smoke alarm"", ""Hot water kettle"", ""Central heating"", ""HDTV with Chromecast"", ""Clothing storage: closet"", ""Dishwasher"", ""Room-darkening shades"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Hangers"", ""Dining table"", ""Lock on bedroom door"", ""Hot water"", ""Dishes and silverware"", ""Oven""]",443.0,1,30,1,1,30,30,1.0,30.0,1,18,18,18,140,54,54,16,2024-02-24,2024-06-22,4.72,4.8,4.76,4.8,4.8,4.76,4.67,0,2,0,2,0,12.66,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086382583008928643,162643830,2017-12-14,1.0,0.67,0,1,1,1,1,59.9122384,10.7157663,3,1.0,2.0,0.0,"[""Washer"", ""Kitchen"", ""Host greets you"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Outdoor dining area"", ""Smoke alarm"", ""TV""]",1800.0,2,30,2,2,30,30,2.0,30.0,1,28,58,85,266,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086474088294497498,533934631,2023-08-26,1.0,0.68,0,1,2,1,1,59.93256918687462,10.762329708925456,2,1.0,1.0,1.0,"[""Essentials"", ""Washer"", ""Hot water"", ""Kitchen"", ""Cooking basics"", ""Bed linens"", ""Central heating"", ""Cleaning products"", ""Dishes and silverware"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""TV""]",1000.0,1,1125,1,2,1125,1125,1.9,1125.0,1,26,35,65,246,5,5,2,2024-03-10,2024-06-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1086747549319315970,233933220,2019-01-02,1.0,1.0,0,94,96,1,1,59.91961063997521,10.741421120392571,2,1.0,1.0,1.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Hair dryer"", ""Stove"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cleaning products"", ""Dishwasher"", ""Shampoo"", ""Room-darkening shades"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Smart lock"", ""Hangers"", ""Oven"", ""Dining table"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Fire extinguisher"", ""Self check-in""]",913.0,3,365,3,3,365,365,3.0,365.0,1,6,12,39,314,9,9,3,2024-04-13,2024-06-15,4.22,4.38,4.13,4.38,3.5,4.75,4.25,1,94,94,0,0,3.42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1086800216673829878,54599272,2016-01-14,1.0,0.27,0,2,2,1,0,59.91276588386744,10.781979985735363,6,1.0,2.0,2.0,"[""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Portable fans"", ""Portable heater"", ""Kitchen"", ""Cooking basics"", ""Clothing storage: closet, wardrobe, and dresser"", ""First aid kit"", ""Children's playroom"", ""Smoke alarm"", ""TV"", ""Stove"", ""Shared backyard"", ""Free dryer"", ""Changing table - always at the listing"", ""Pets allowed"", ""Hot water kettle"", ""Toaster"", ""Central heating"", ""Coffee"", ""Cleaning products"", ""BBQ grill"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Baking sheet"", ""Bay view"", ""Wifi"", ""Outdoor playground"", ""Freezer"", ""Extra pillows and blankets"", ""Coffee maker: drip coffee maker"", ""Sea view"", ""Refrigerator"", ""Host greets you"", ""Body soap"", ""Bathtub"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Hangers"", ""Outdoor dining area"", ""Oven"", ""Children\u2019s dinnerware"", ""Dining table"", ""Essentials"", ""Washer"", ""Harbor view"", ""Window guards"", ""Hot water"", ""Barbecue utensils"", ""High chair"", ""Long term stays allowed"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Crib"", ""Dishes and silverware"", ""Outdoor furniture"", ""Fire extinguisher"", ""Books and reading material"", ""Shower gel"", ""Board games""]",1600.0,1,365,5,5,365,365,5.0,365.0,1,0,12,15,240,3,3,1,2024-03-30,2024-06-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.98,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087004889609759291,555631816,2024-01-10,1.0,1.0,1,6,6,1,1,59.93395183360303,10.73368099188474,4,1.0,2.0,2.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Crib - always at the listing"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Safe"", ""Hot water kettle"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Coffee maker"", ""Room-darkening shades"", ""Baking sheet"", ""Single level home"", ""Freezer"", ""Refrigerator"", ""Body soap"", ""Fast wifi \u2013 526 Mbps"", ""Hangers"", ""Clothing storage"", ""Oven"", ""Dining table"", ""Essentials"", ""Indoor fireplace: wood-burning"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Iron"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Shower gel"", ""Self check-in"", ""Induction stove""]",896.0,1,365,1,1,365,365,1.0,365.0,1,26,48,52,52,1,1,0,2024-05-18,2024-05-18,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0,6,6,0,0,0.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1087014418018182891,19370663,2014-08-03,1.0,1.0,0,1,2,1,1,59.95105878751892,10.670479573309422,2,1.0,1.0,0.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Mosquito net"", ""Smoke alarm"", ""TV"", ""Stove"", ""Safe"", ""Cleaning products"", ""Clothing storage: closet"", ""Shampoo"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Free street parking"", ""Wifi"", ""Single level home"", ""Outdoor playground"", ""Freezer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Host greets you"", ""Body soap"", ""Backyard"", ""Folding or convertible high chair - available upon request"", ""Hangers"", ""Oven"", ""Children\u2019s dinnerware"", ""Dining table"", ""Essentials"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Free parking on premises"", ""Conditioner"", ""Dishes and silverware"", ""Private entrance"", ""Fire extinguisher"", ""Shower gel""]",995.0,1,365,1,1,365,365,1.0,365.0,1,0,28,58,238,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1087020220457327027,17869495,2014-07-09,1.0,0.96,0,13,13,1,1,59.9088459,10.7678531,3,1.0,1.0,0.0,"[""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Hair dryer"", ""Smoke alarm"", ""Stove"", ""TV"", ""Hot water kettle"", ""Dishwasher"", ""Dedicated workspace"", ""Coffee maker"", ""Wifi"", ""Sound system"", ""Refrigerator"", ""Bathtub"", ""Clothing storage"", ""Dining table"", ""Washer"", ""Hot water"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Blender"", ""Oven"", ""Shower gel""]",1357.0,2,365,2,2,365,365,2.0,365.0,1,18,30,30,56,4,4,0,2024-02-18,2024-04-14,4.25,4.75,4.25,4.25,4.75,5.0,4.75,0,12,12,0,0,0.9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087048255982506743,34687238,2015-05-31,1.0,1.0,0,1,1,1,1,59.92580686892799,10.769404491105083,4,1.0,3.0,4.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Stove"", ""Hot water kettle"", ""Cleaning products"", ""Dishwasher"", ""Shampoo"", ""Coffee maker"", ""Room-darkening shades"", ""Freezer"", ""Refrigerator"", ""Body soap"", ""Hangers"", ""Clothing storage"", ""Oven"", ""Self check-in"", ""Hot water"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Fire extinguisher"", ""Books and reading material"", ""Shower gel"", ""Microwave""]",1971.0,3,365,3,3,365,365,3.0,365.0,1,17,38,68,158,1,1,0,2024-05-21,2024-05-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1087415180089076528,16993112,2014-06-19,1.0,1.0,0,1,1,1,1,59.91208085603196,10.763599419573984,4,1.0,1.0,2.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Patio or balcony"", ""Elevator"", ""Clothing storage: wardrobe"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Stove"", ""Central heating"", ""Coffee"", ""Cleaning products"", ""Drying rack for clothing"", ""Dishwasher"", ""Dedicated workspace"", ""Wifi"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Oven"", ""Self check-in"", ""Dining table"", ""Washer"", ""Coffee maker: drip coffee maker, french press"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Free parking on premises"", ""Iron"", ""Lockbox"", ""Private entrance"", ""Fire extinguisher"", ""Microwave""]",1143.0,2,365,2,2,1125,1125,2.0,1125.0,1,21,40,65,160,8,8,2,2024-02-19,2024-06-07,4.38,4.5,4.5,4.5,4.88,4.5,4.38,0,1,1,0,0,1.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087525352198531735,63404572,2016-03-17,0.0,1.0,0,1,1,1,1,59.9591628,10.7646592,4,1.0,2.0,0.0,"[""Kitchen"", ""Host greets you"", ""Iron"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Smoke alarm"", ""TV"", ""Free residential garage on premises \u2013 1 space""]",1300.0,3,30,3,3,30,30,3.0,30.0,1,5,5,5,27,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1087631703758670461,451746328,2022-03-29,0.0,0.0,0,2,3,1,1,59.92557288423882,10.722836381753035,4,1.0,2.0,3.0,"[""Washer"", ""Paid parking on premises"", ""Kitchen"", ""Lockbox"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""TV""]",990.0,14,120,14,14,120,120,14.0,120.0,0,23,37,37,37,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1087634804177410965,191249345,2018-05-23,1.0,0.64,0,1,1,1,1,59.92124819999999,10.7309944,2,1.0,1.0,0.0,"[""Fire extinguisher"", ""Paid parking on premises"", ""Kitchen"", ""Wine glasses"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Pets allowed"", ""Toaster"", ""Coffee"", ""Dishwasher"", ""Dedicated workspace"", ""Wifi"", ""Freezer"", ""Body soap"", ""Other induction stove"", ""Sonos sound system"", ""Washer"", ""Hot water"", ""Laundromat nearby"", ""Iron"", ""Oven""]",1700.0,2,365,2,4,365,365,2.2,365.0,1,21,40,44,44,7,7,2,2024-02-24,2024-06-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.65,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087701709442755149,547373824,2023-11-20,1.0,0.89,0,1,1,1,1,59.95052,10.79949,2,1.0,1.0,0.0,"[""Washer"", ""Harbor view"", ""Sea view"", ""Kitchen"", ""Refrigerator"", ""Ocean view"", ""Garden view"", ""BBQ grill"", ""Free parking on premises"", ""Iron"", ""Lockbox"", ""Self check-in"", ""Wifi"", ""City skyline view"", ""Fire extinguisher"", ""Outdoor dining area"", ""Smoke alarm"", ""TV""]",896.0,2,365,1,2,365,365,2.0,365.0,1,10,10,10,35,3,3,0,2024-03-10,2024-05-11,4.33,4.33,4.33,5.0,5.0,5.0,4.33,0,1,1,0,0,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1088054463141498084,108595372,2016-12-26,1.0,0.99,0,5,6,1,1,59.90381,10.75488,1,1.0,1.0,2.0,"[""Kitchen"", ""Cooking basics"", ""Hair dryer"", ""Smoke alarm"", ""Hot water kettle"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Wifi"", ""Sound system"", ""Single level home"", ""Beach access \u2013 Beachfront"", ""Freezer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Host greets you"", ""Paid parking lot on premises"", ""Body soap"", ""Radiant heating"", ""Oven"", ""Washer"", ""Hot water"", ""Bed linens"", ""HDTV with Apple TV, Disney+, Netflix, HBO Max"", ""Iron"", ""Waterfront"", ""Fire extinguisher"", ""Shower gel"", ""Microwave""]",454.0,1,28,1,1,28,28,1.0,28.0,1,26,54,78,78,20,20,2,2024-02-19,2024-06-14,4.7,4.75,4.6,4.65,4.8,4.95,4.85,0,5,0,1,4,4.55,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088145362618216227,9289816,2013-10-07,0.67,0.7,0,1,1,1,1,59.93814819276575,10.764805488288404,6,1.0,3.0,3.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Shared sauna"", ""Crib - always at the listing"", ""Hair dryer"", ""Children's playroom"", ""Smoke alarm"", ""TV"", ""Free dryer \u2013 In unit"", ""Stove"", ""Baby bath - always at the listing"", ""Changing table - always at the listing"", ""Safe"", ""Central heating"", ""Coffee"", ""Cleaning products"", ""Outlet covers"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Wifi"", ""Outdoor playground"", ""Freezer"", ""Extra pillows and blankets"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Body soap"", ""Hangers"", ""Clothing storage"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Outdoor dining area"", ""Children\u2019s dinnerware"", ""Dining table"", ""Essentials"", ""Washer"", ""Bluetooth sound system"", ""Hot water"", ""High chair"", ""Bed linens"", ""Free parking on premises"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Books and reading material"", ""Shower gel"", ""Microwave""]",2429.0,3,30,3,3,30,30,3.0,30.0,1,17,18,18,30,3,3,0,2024-03-31,2024-05-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1088170976723396321,415304429,2021-07-26,1.0,0.0,0,1,1,0,1,59.9304,10.7315,2,1.0,1.0,0.0,"[""Washer"", ""Kitchen"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Smoke alarm"", ""TV""]",850.0,4,365,4,4,365,365,4.0,365.0,0,29,59,89,269,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1088419165028681760,80942177,2016-06-30,0.0,0.0,0,1,2,1,1,59.91855,10.66034,4,2.0,2.0,2.0,"[""Indoor fireplace"", ""Washer"", ""Paid parking on premises"", ""Kitchen"", ""Safe"", ""Patio or balcony"", ""Iron"", ""Shared backyard"", ""Lockbox"", ""Hair dryer"", ""Bathtub"", ""Dishwasher"", ""Wifi"", ""Shared beach access"", ""Fire extinguisher"", ""Outdoor furniture"", ""Self check-in"", ""Smoke alarm"", ""TV"", ""Outdoor playground""]",1300.0,3,365,3,3,365,365,3.0,365.0,0,27,30,30,163,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1088461671535364746,21442197,2014-09-17,0.0,0.0,0,1,2,1,1,59.83502545848658,10.80044330985804,7,1.0,3.0,4.0,"[""Washer"", ""Kitchen"", ""BBQ grill"", ""Free parking on premises"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Outdoor dining area"", ""Smoke alarm"", ""TV"", ""Indoor fireplace""]",1500.0,7,365,7,7,365,365,7.0,365.0,0,15,35,65,155,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1088649427200500543,13751603,2014-03-31,0.9,0.51,0,1,1,1,1,59.826519573153305,10.807577539449817,10,1.0,3.0,3.0,"[""Electrolux  refrigerator"", ""Window AC unit"", ""Kitchen"", ""Cooking basics"", ""Ethernet connection"", ""Wine glasses"", ""First aid kit"", ""Smoke alarm"", ""Pets allowed"", ""BBQ grill"", ""Central heating"", ""Electrolux electric stove"", ""Free street parking"", ""Wifi"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Paid pack \u2019n play/travel crib - available upon request"", ""HDTV with Netflix, Disney+, HBO Max, premium cable, standard cable"", ""Luggage dropoff allowed"", ""Hangers"", ""Dining table"", ""Free washer"", ""Long term stays allowed"", ""Electrolux  oven"", ""Dishes and silverware"", ""Private backyard"", ""Free driveway parking on premises \u2013 1 space"", ""Central air conditioning"", ""Fire extinguisher"", ""EV charger - level 2""]",1356.0,2,730,1,2,730,730,2.0,730.0,1,1,1,1,178,7,7,1,2024-02-18,2024-06-20,4.57,4.29,3.57,4.86,4.71,4.57,4.29,0,1,1,0,0,1.58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1088907136236435050,158182266,2017-11-10,1.0,0.73,0,1,1,1,1,59.92308389999999,10.6896813,1,1.0,2.0,0.0,"[""Paid parking on premises"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Housekeeping available 24 hours - included with your stay"", ""Smoke alarm"", ""TV"", ""Pets allowed"", ""Safe"", ""Central heating"", ""Coffee"", ""Cleaning products"", ""Drying rack for clothing"", ""Dishwasher"", ""Dedicated workspace"", ""Baking sheet"", ""Room-darkening shades"", ""Wifi"", ""Freezer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Host greets you"", ""Bidet"", ""Body soap"", ""Bathtub"", ""Radiant heating"", ""Other induction stove"", ""Hangers"", ""Clothing storage"", ""Oven"", ""Life size games"", ""Dining table"", ""Washer"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Hot water"", ""Barbecue utensils"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Central air conditioning"", ""Blender"", ""Fire extinguisher"", ""Books and reading material""]",650.0,2,150,2,2,150,150,2.0,150.0,1,8,34,64,154,4,4,0,2024-02-18,2024-05-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
